File name: butterfly 847.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: horse 1958.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 4445.jpeg, Image: dog, Predicted Class: possum
File name: squirrel 1339.jpeg, Image: squirrel, Predicted Class: keyboard
File name: spider 4184.jpeg, Image: spider, Predicted Class: motorcycle
File name: horse 1949.jpeg, Image: horse, Predicted Class: motorcycle
File name: chicken 38.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 1263.jpeg, Image: horse, Predicted Class: spider
File name: dog 2930.jpeg, Image: dog, Predicted Class: motorcycle
File name: horse 94.jpeg, Image: horse, Predicted Class: tiger
File name: squirrel 1217.jpeg, Image: squirrel, Predicted Class: mouse
File name: cat 494.jpeg, Image: cat, Predicted Class: bus
File name: dog 1000.jpeg, Image: dog, Predicted Class: lobster
File name: horse 1659.jpeg, Image: horse, Predicted Class: cattle
File name: sheep 1268.jpeg, Image: sheep, Predicted Class: camel
File name: spider 4578.jpg, Image: spider, Predicted Class: spider
File name: spider 2911.jpeg, Image: spider, Predicted Class: spider
File name: elephant 299.jpeg, Image: elephant, Predicted Class: elephant
File name: spider 860.jpeg, Image: spider, Predicted Class: motorcycle
File name: sheep 1365.jpeg, Image: sheep, Predicted Class: tulip
File name: squirrel 1793.jpeg, Image: squirrel, Predicted Class: leopard
File name: dog 3905.jpeg, Image: dog, Predicted Class: forest
File name: spider 1164.jpeg, Image: spider, Predicted Class: mouse
File name: cow 243.jpeg, Image: cow, Predicted Class: shrew
File name: spider 2794.jpeg, Image: spider, Predicted Class: caterpillar
File name: dog 2596.jpeg, Image: dog, Predicted Class: fox
File name: squirrel 1755.jpeg, Image: squirrel, Predicted Class: raccoon
File name: horse 1516.jpeg, Image: horse, Predicted Class: butterfly
File name: cat 23.jpg, Image: cat, Predicted Class: pickup_truck
File name: spider 1965.jpeg, Image: spider, Predicted Class: snake
File name: spider 2710.jpeg, Image: spider, Predicted Class: beetle
File name: spider 4386.jpeg, Image: spider, Predicted Class: beetle
File name: cow 1128.jpeg, Image: cow, Predicted Class: motorcycle
File name: butterfly 1915.jpg, Image: butterfly, Predicted Class: butterfly
File name: dog 843.jpeg, Image: dog, Predicted Class: motorcycle
File name: horse 2510.jpeg, Image: horse, Predicted Class: cattle
File name: spider 3177.jpeg, Image: spider, Predicted Class: spider
File name: sheep 1063.jpeg, Image: sheep, Predicted Class: leopard
File name: horse 503.jpeg, Image: horse, Predicted Class: motorcycle
File name: horse 510.jpeg, Image: horse, Predicted Class: cattle
File name: elephant 375.jpeg, Image: elephant, Predicted Class: snake
File name: cow 1759.jpeg, Image: cow, Predicted Class: cattle
File name: butterfly 435.jpeg, Image: butterfly, Predicted Class: bicycle
File name: dog 1385.jpeg, Image: dog, Predicted Class: tiger
File name: dog 1005.jpeg, Image: dog, Predicted Class: rabbit
File name: spider 1178.jpeg, Image: spider, Predicted Class: spider
File name: spider 4512.jpg, Image: spider, Predicted Class: bee
File name: spider 1398.jpeg, Image: spider, Predicted Class: motorcycle
File name: butterfly 1726.jpg, Image: butterfly, Predicted Class: motorcycle
File name: dog 3523.jpeg, Image: dog, Predicted Class: possum
File name: spider 4159.jpeg, Image: spider, Predicted Class: spider
File name: cat 422.jpg, Image: cat, Predicted Class: dinosaur
File name: spider 2856.jpeg, Image: spider, Predicted Class: beetle
File name: spider 2170.jpeg, Image: spider, Predicted Class: caterpillar
File name: elephant 966.jpeg, Image: elephant, Predicted Class: beetle
File name: dog 1001.jpeg, Image: dog, Predicted Class: streetcar
File name: spider 1440.jpeg, Image: spider, Predicted Class: trout
File name: horse 1435.jpeg, Image: horse, Predicted Class: streetcar
File name: elephant 805.jpeg, Image: elephant, Predicted Class: bee
File name: sheep 280.jpeg, Image: sheep, Predicted Class: motorcycle
File name: sheep 1174.jpeg, Image: sheep, Predicted Class: raccoon
File name: spider 3688.jpeg, Image: spider, Predicted Class: beetle
File name: dog 3750.jpeg, Image: dog, Predicted Class: motorcycle
File name: spider 1308.jpeg, Image: spider, Predicted Class: wolf
File name: elephant 1344.jpg, Image: elephant, Predicted Class: dinosaur
File name: butterfly 1872.jpg, Image: butterfly, Predicted Class: butterfly
File name: dog 4854.jpeg, Image: dog, Predicted Class: tiger
File name: elephant 640.jpeg, Image: elephant, Predicted Class: motorcycle
File name: squirrel 56.jpeg, Image: squirrel, Predicted Class: butterfly
File name: elephant 1330.jpg, Image: elephant, Predicted Class: motorcycle
File name: spider 2778.jpeg, Image: spider, Predicted Class: motorcycle
File name: chicken 1370.jpeg, Image: chicken, Predicted Class: butterfly
File name: sheep 1689.jpg, Image: sheep, Predicted Class: bee
File name: horse 1531.jpeg, Image: horse, Predicted Class: motorcycle
File name: horse 2424.jpeg, Image: horse, Predicted Class: beetle
File name: cow 577.jpeg, Image: cow, Predicted Class: tulip
File name: horse 2088.jpeg, Image: horse, Predicted Class: bear
File name: dog 190.jpeg, Image: dog, Predicted Class: tractor
File name: chicken 2491.jpeg, Image: chicken, Predicted Class: skunk
File name: dog 194.jpeg, Image: dog, Predicted Class: camel
File name: dog 2033.jpeg, Image: dog, Predicted Class: beaver
File name: cow 1800.jpeg, Image: cow, Predicted Class: bee
File name: squirrel 328.jpeg, Image: squirrel, Predicted Class: beetle
File name: chicken 2712.jpeg, Image: chicken, Predicted Class: caterpillar
File name: sheep 1813.jpg, Image: sheep, Predicted Class: motorcycle
File name: sheep 1300.jpeg, Image: sheep, Predicted Class: kangaroo
File name: horse 837.jpeg, Image: horse, Predicted Class: tractor
File name: horse 1631.jpeg, Image: horse, Predicted Class: house
File name: dog 2960.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 660.jpeg, Image: dog, Predicted Class: wolf
File name: cow 626.jpeg, Image: cow, Predicted Class: snail
File name: cat 718.jpeg, Image: cat, Predicted Class: bicycle
File name: dog 2661.jpeg, Image: dog, Predicted Class: flatfish
File name: dog 773.jpeg, Image: dog, Predicted Class: elephant
File name: sheep 1213.jpeg, Image: sheep, Predicted Class: wolf
File name: sheep 1407.jpeg, Image: sheep, Predicted Class: bear
File name: spider 4739.jpg, Image: spider, Predicted Class: palm_tree
File name: butterfly 653.jpeg, Image: butterfly, Predicted Class: spider
File name: sheep 1059.jpeg, Image: sheep, Predicted Class: snail
File name: cat 389.jpg, Image: cat, Predicted Class: camel
File name: chicken 515.jpeg, Image: chicken, Predicted Class: motorcycle
File name: elephant 669.jpeg, Image: elephant, Predicted Class: tractor
File name: cow 377.jpeg, Image: cow, Predicted Class: motorcycle
File name: dog 4331.jpeg, Image: dog, Predicted Class: skunk
File name: spider 2577.jpeg, Image: spider, Predicted Class: beetle
File name: dog 1066.jpeg, Image: dog, Predicted Class: lawn_mower
File name: butterfly 1782.jpg, Image: butterfly, Predicted Class: butterfly
File name: squirrel 1621.jpeg, Image: squirrel, Predicted Class: bicycle
File name: dog 2207.jpeg, Image: dog, Predicted Class: raccoon
File name: squirrel 1610.jpeg, Image: squirrel, Predicted Class: bee
File name: dog 229.jpeg, Image: dog, Predicted Class: rabbit
File name: spider 4385.jpeg, Image: spider, Predicted Class: bicycle
File name: squirrel 472.jpeg, Image: squirrel, Predicted Class: bee
File name: squirrel 1534.jpeg, Image: squirrel, Predicted Class: butterfly
File name: cat 1189.jpeg, Image: cat, Predicted Class: motorcycle
File name: chicken 1155.jpeg, Image: chicken, Predicted Class: beaver
File name: chicken 1053.jpeg, Image: chicken, Predicted Class: tulip
File name: spider 4544.jpg, Image: spider, Predicted Class: spider
File name: dog 4389.jpeg, Image: dog, Predicted Class: shrew
File name: spider 2520.jpeg, Image: spider, Predicted Class: spider
File name: sheep 1293.jpeg, Image: sheep, Predicted Class: spider
File name: dog 4189.jpeg, Image: dog, Predicted Class: lion
File name: squirrel 1709.jpeg, Image: squirrel, Predicted Class: bee
File name: horse 2615.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 3881.jpeg, Image: spider, Predicted Class: spider
File name: butterfly 616.jpeg, Image: butterfly, Predicted Class: pear
File name: sheep 880.jpeg, Image: sheep, Predicted Class: motorcycle
File name: chicken 122.jpeg, Image: chicken, Predicted Class: butterfly
File name: chicken 2733.jpeg, Image: chicken, Predicted Class: motorcycle
File name: dog 3720.jpeg, Image: dog, Predicted Class: possum
File name: squirrel 325.jpeg, Image: squirrel, Predicted Class: tractor
File name: chicken 356.jpeg, Image: chicken, Predicted Class: bee
File name: chicken 2930.jpeg, Image: chicken, Predicted Class: motorcycle
File name: butterfly 1068.jpeg, Image: butterfly, Predicted Class: beetle
File name: spider 4758.jpg, Image: spider, Predicted Class: forest
File name: cow 225.jpeg, Image: cow, Predicted Class: tractor
File name: spider 3081.jpeg, Image: spider, Predicted Class: spider
File name: dog 376.jpeg, Image: dog, Predicted Class: possum
File name: elephant 1008.jpeg, Image: elephant, Predicted Class: spider
File name: cow 1390.jpeg, Image: cow, Predicted Class: house
File name: squirrel 540.jpeg, Image: squirrel, Predicted Class: butterfly
File name: squirrel 1072.jpeg, Image: squirrel, Predicted Class: beetle
File name: dog 4183.jpeg, Image: dog, Predicted Class: chimpanzee
File name: sheep 1719.jpg, Image: sheep, Predicted Class: leopard
File name: dog 4251.jpeg, Image: dog, Predicted Class: beetle
File name: dog 801.jpeg, Image: dog, Predicted Class: clock
File name: squirrel 1572.jpeg, Image: squirrel, Predicted Class: bee
File name: squirrel 348.jpeg, Image: squirrel, Predicted Class: leopard
File name: spider 4343.jpeg, Image: spider, Predicted Class: caterpillar
File name: horse 1739.jpeg, Image: horse, Predicted Class: bicycle
File name: squirrel 1118.jpeg, Image: squirrel, Predicted Class: tiger
File name: dog 1075.jpeg, Image: dog, Predicted Class: tractor
File name: sheep 128.jpeg, Image: sheep, Predicted Class: beetle
File name: horse 1032.jpeg, Image: horse, Predicted Class: motorcycle
File name: sheep 1621.jpg, Image: sheep, Predicted Class: bicycle
File name: cow 105.jpeg, Image: cow, Predicted Class: bicycle
File name: spider 1568.jpeg, Image: spider, Predicted Class: spider
File name: spider 2732.jpeg, Image: spider, Predicted Class: bicycle
File name: cow 70.jpeg, Image: cow, Predicted Class: leopard
File name: spider 1165.jpeg, Image: spider, Predicted Class: spider
File name: chicken 2085.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cat 154.jpg, Image: cat, Predicted Class: raccoon
File name: spider 203.jpeg, Image: spider, Predicted Class: motorcycle
File name: cat 1543.jpeg, Image: cat, Predicted Class: beetle
File name: cat 1555.jpeg, Image: cat, Predicted Class: flatfish
File name: elephant 1347.jpg, Image: elephant, Predicted Class: dinosaur
File name: chicken 2298.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 13.jpeg, Image: spider, Predicted Class: motorcycle
File name: spider 1044.jpeg, Image: spider, Predicted Class: motorcycle
File name: sheep 1486.jpg, Image: sheep, Predicted Class: possum
File name: spider 4700.jpg, Image: spider, Predicted Class: spider
File name: spider 3187.jpeg, Image: spider, Predicted Class: tiger
File name: cow 757.jpeg, Image: cow, Predicted Class: tractor
File name: dog 3616.jpeg, Image: dog, Predicted Class: caterpillar
File name: chicken 892.jpeg, Image: chicken, Predicted Class: bicycle
File name: chicken 926.jpeg, Image: chicken, Predicted Class: worm
File name: chicken 689.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 554.jpeg, Image: horse, Predicted Class: bee
File name: dog 1570.jpeg, Image: dog, Predicted Class: fox
File name: dog 2512.jpeg, Image: dog, Predicted Class: streetcar
File name: spider 3027.jpeg, Image: spider, Predicted Class: spider
File name: spider 1019.jpeg, Image: spider, Predicted Class: bee
File name: cat 606.jpeg, Image: cat, Predicted Class: skunk
File name: spider 2332.jpeg, Image: spider, Predicted Class: butterfly
File name: spider 2371.jpeg, Image: spider, Predicted Class: motorcycle
File name: dog 4226.jpeg, Image: dog, Predicted Class: raccoon
File name: dog 1637.jpeg, Image: dog, Predicted Class: skunk
File name: spider 3072.jpeg, Image: spider, Predicted Class: motorcycle
File name: dog 1515.jpeg, Image: dog, Predicted Class: skunk
File name: spider 3867.jpeg, Image: spider, Predicted Class: butterfly
File name: squirrel 526.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: squirrel 1681.jpeg, Image: squirrel, Predicted Class: house
File name: squirrel 317.jpeg, Image: squirrel, Predicted Class: bicycle
File name: squirrel 11.jpeg, Image: squirrel, Predicted Class: pickup_truck
File name: spider 2489.jpeg, Image: spider, Predicted Class: caterpillar
File name: chicken 740.jpeg, Image: chicken, Predicted Class: lobster
File name: butterfly 941.jpeg, Image: butterfly, Predicted Class: butterfly
File name: dog 4261.jpeg, Image: dog, Predicted Class: butterfly
File name: cat 480.jpeg, Image: cat, Predicted Class: motorcycle
File name: spider 3983.jpeg, Image: spider, Predicted Class: spider
File name: spider 3229.jpeg, Image: spider, Predicted Class: caterpillar
File name: squirrel 915.jpeg, Image: squirrel, Predicted Class: caterpillar
File name: dog 4316.jpeg, Image: dog, Predicted Class: caterpillar
File name: dog 3083.jpeg, Image: dog, Predicted Class: tiger
File name: horse 1004.jpeg, Image: horse, Predicted Class: cattle
File name: spider 438.jpeg, Image: spider, Predicted Class: caterpillar
File name: dog 896.jpeg, Image: dog, Predicted Class: pine_tree
File name: elephant 474.jpeg, Image: elephant, Predicted Class: elephant
File name: horse 1049.jpeg, Image: horse, Predicted Class: cockroach
File name: spider 2704.jpeg, Image: spider, Predicted Class: snake
File name: horse 1792.jpeg, Image: horse, Predicted Class: motorcycle
File name: cow 1191.jpeg, Image: cow, Predicted Class: palm_tree
File name: spider 4498.jpeg, Image: spider, Predicted Class: beetle
File name: chicken 1126.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 3084.jpeg, Image: spider, Predicted Class: motorcycle
File name: dog 3465.jpeg, Image: dog, Predicted Class: bicycle
File name: dog 3161.jpeg, Image: dog, Predicted Class: raccoon
File name: butterfly 1457.jpeg, Image: butterfly, Predicted Class: tulip
File name: spider 3392.jpeg, Image: spider, Predicted Class: beetle
File name: elephant 43.jpeg, Image: elephant, Predicted Class: shrew
File name: sheep 1011.jpeg, Image: sheep, Predicted Class: bicycle
File name: chicken 2267.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 666.jpeg, Image: horse, Predicted Class: dinosaur
File name: butterfly 1330.jpeg, Image: butterfly, Predicted Class: beetle
File name: chicken 117.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 1442.jpeg, Image: horse, Predicted Class: butterfly
File name: cow 1417.jpeg, Image: cow, Predicted Class: butterfly
File name: dog 2367.jpeg, Image: dog, Predicted Class: orchid
File name: horse 1847.jpeg, Image: horse, Predicted Class: motorcycle
File name: chicken 2662.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 1277.jpeg, Image: butterfly, Predicted Class: caterpillar
File name: spider 2162.jpeg, Image: spider, Predicted Class: lobster
File name: sheep 1143.jpeg, Image: sheep, Predicted Class: motorcycle
File name: chicken 318.jpeg, Image: chicken, Predicted Class: bowl
File name: butterfly 1711.jpg, Image: butterfly, Predicted Class: poppy
File name: spider 2080.jpeg, Image: spider, Predicted Class: bicycle
File name: cat 1038.jpeg, Image: cat, Predicted Class: raccoon
File name: spider 742.jpeg, Image: spider, Predicted Class: orchid
File name: dog 2392.jpeg, Image: dog, Predicted Class: mouse
File name: dog 4029.jpeg, Image: dog, Predicted Class: crab
File name: squirrel 330.jpeg, Image: squirrel, Predicted Class: butterfly
File name: horse 754.jpeg, Image: horse, Predicted Class: butterfly
File name: dog 1984.jpeg, Image: dog, Predicted Class: leopard
File name: horse 841.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 940.jpeg, Image: spider, Predicted Class: spider
File name: cow 1142.jpeg, Image: cow, Predicted Class: motorcycle
File name: chicken 2434.jpeg, Image: chicken, Predicted Class: tulip
File name: squirrel 135.jpeg, Image: squirrel, Predicted Class: worm
File name: dog 283.jpeg, Image: dog, Predicted Class: bear
File name: cow 1843.jpeg, Image: cow, Predicted Class: dinosaur
File name: spider 603.jpeg, Image: spider, Predicted Class: rose
File name: spider 152.jpeg, Image: spider, Predicted Class: leopard
File name: spider 132.jpeg, Image: spider, Predicted Class: orchid
File name: squirrel 214.jpeg, Image: squirrel, Predicted Class: leopard
File name: chicken 2272.jpeg, Image: chicken, Predicted Class: shrew
File name: horse 390.jpeg, Image: horse, Predicted Class: butterfly
File name: spider 3505.jpeg, Image: spider, Predicted Class: tiger
File name: sheep 1062.jpeg, Image: sheep, Predicted Class: lobster
File name: butterfly 1551.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 932.jpeg, Image: spider, Predicted Class: caterpillar
File name: sheep 1571.jpg, Image: sheep, Predicted Class: tiger
File name: spider 1808.jpeg, Image: spider, Predicted Class: pickup_truck
File name: squirrel 1756.jpeg, Image: squirrel, Predicted Class: butterfly
File name: chicken 106.jpeg, Image: chicken, Predicted Class: motorcycle
File name: horse 1855.jpeg, Image: horse, Predicted Class: motorcycle
File name: butterfly 1770.jpg, Image: butterfly, Predicted Class: lawn_mower
File name: chicken 1465.jpeg, Image: chicken, Predicted Class: motorcycle
File name: chicken 818.jpeg, Image: chicken, Predicted Class: butterfly
File name: dog 2819.jpeg, Image: dog, Predicted Class: orchid
File name: dog 2792.jpeg, Image: dog, Predicted Class: leopard
File name: squirrel 69.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: cow 1222.jpeg, Image: cow, Predicted Class: cattle
File name: horse 1836.jpeg, Image: horse, Predicted Class: camel
File name: horse 129.jpeg, Image: horse, Predicted Class: snake
File name: horse 999.jpeg, Image: horse, Predicted Class: elephant
File name: dog 3786.jpeg, Image: dog, Predicted Class: butterfly
File name: sheep 17.jpeg, Image: sheep, Predicted Class: crocodile
File name: dog 3506.jpeg, Image: dog, Predicted Class: fox
File name: dog 1199.jpeg, Image: dog, Predicted Class: camel
File name: dog 2436.jpeg, Image: dog, Predicted Class: tiger
File name: chicken 2373.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 1792.jpg, Image: butterfly, Predicted Class: butterfly
File name: squirrel 549.jpeg, Image: squirrel, Predicted Class: butterfly
File name: elephant 934.jpeg, Image: elephant, Predicted Class: elephant
File name: cow 1705.jpeg, Image: cow, Predicted Class: bicycle
File name: chicken 1751.jpeg, Image: chicken, Predicted Class: tiger
File name: dog 1223.jpeg, Image: dog, Predicted Class: keyboard
File name: dog 2351.jpeg, Image: dog, Predicted Class: tractor
File name: cow 1050.jpeg, Image: cow, Predicted Class: bee
File name: dog 707.jpeg, Image: dog, Predicted Class: bee
File name: chicken 693.jpeg, Image: chicken, Predicted Class: woman
File name: dog 2121.jpeg, Image: dog, Predicted Class: skunk
File name: squirrel 781.jpeg, Image: squirrel, Predicted Class: mouse
File name: elephant 1067.jpeg, Image: elephant, Predicted Class: bicycle
File name: squirrel 1637.jpeg, Image: squirrel, Predicted Class: butterfly
File name: spider 2709.jpeg, Image: spider, Predicted Class: spider
File name: dog 3239.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 4136.jpeg, Image: dog, Predicted Class: bicycle
File name: chicken 1612.jpeg, Image: chicken, Predicted Class: beetle
File name: chicken 2015.jpeg, Image: chicken, Predicted Class: tiger
File name: cow 1146.jpeg, Image: cow, Predicted Class: butterfly
File name: squirrel 1733.jpeg, Image: squirrel, Predicted Class: skunk
File name: spider 4604.jpg, Image: spider, Predicted Class: skunk
File name: elephant 1306.jpg, Image: elephant, Predicted Class: leopard
File name: butterfly 1154.jpeg, Image: butterfly, Predicted Class: lobster
File name: squirrel 1696.jpeg, Image: squirrel, Predicted Class: tiger
File name: spider 3046.jpeg, Image: spider, Predicted Class: beetle
File name: dog 2411.jpeg, Image: dog, Predicted Class: beetle
File name: dog 1749.jpeg, Image: dog, Predicted Class: butterfly
File name: butterfly 530.jpeg, Image: butterfly, Predicted Class: butterfly
File name: cat 558.jpeg, Image: cat, Predicted Class: wolf
File name: cat 395.jpg, Image: cat, Predicted Class: snake
File name: elephant 511.jpeg, Image: elephant, Predicted Class: dinosaur
File name: horse 569.jpeg, Image: horse, Predicted Class: mouse
File name: spider 1803.jpeg, Image: spider, Predicted Class: snake
File name: spider 3181.jpeg, Image: spider, Predicted Class: lobster
File name: dog 2381.jpeg, Image: dog, Predicted Class: baby
File name: cat 213.jpg, Image: cat, Predicted Class: bicycle
File name: sheep 1771.jpg, Image: sheep, Predicted Class: leopard
File name: spider 4383.jpeg, Image: spider, Predicted Class: beetle
File name: horse 1426.jpeg, Image: horse, Predicted Class: motorcycle
File name: squirrel 1185.jpeg, Image: squirrel, Predicted Class: spider
File name: cat 324.jpg, Image: cat, Predicted Class: bicycle
File name: squirrel 1298.jpeg, Image: squirrel, Predicted Class: shrew
File name: dog 485.jpeg, Image: dog, Predicted Class: motorcycle
File name: cow 1441.jpeg, Image: cow, Predicted Class: tractor
File name: horse 922.jpeg, Image: horse, Predicted Class: motorcycle
File name: horse 2549.jpeg, Image: horse, Predicted Class: cattle
File name: spider 1990.jpeg, Image: spider, Predicted Class: aquarium_fish
File name: chicken 670.jpeg, Image: chicken, Predicted Class: skunk
File name: dog 329.jpeg, Image: dog, Predicted Class: butterfly
File name: elephant 336.jpeg, Image: elephant, Predicted Class: elephant
File name: butterfly 59.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: dog 3486.jpeg, Image: dog, Predicted Class: streetcar
File name: chicken 1080.jpeg, Image: chicken, Predicted Class: bicycle
File name: horse 2408.jpeg, Image: horse, Predicted Class: butterfly
File name: sheep 1717.jpg, Image: sheep, Predicted Class: tiger
File name: spider 2279.jpeg, Image: spider, Predicted Class: lobster
File name: dog 2989.jpeg, Image: dog, Predicted Class: raccoon
File name: dog 476.jpeg, Image: dog, Predicted Class: tiger
File name: squirrel 1230.jpeg, Image: squirrel, Predicted Class: bee
File name: horse 2284.jpeg, Image: horse, Predicted Class: butterfly
File name: cow 940.jpeg, Image: cow, Predicted Class: keyboard
File name: squirrel 167.jpeg, Image: squirrel, Predicted Class: tiger
File name: dog 1311.jpeg, Image: dog, Predicted Class: beetle
File name: chicken 1798.jpeg, Image: chicken, Predicted Class: beetle
File name: dog 902.jpeg, Image: dog, Predicted Class: bicycle
File name: butterfly 2013.jpg, Image: butterfly, Predicted Class: aquarium_fish
File name: cow 993.jpeg, Image: cow, Predicted Class: bottle
File name: spider 3835.jpeg, Image: spider, Predicted Class: beetle
File name: cat 1067.jpeg, Image: cat, Predicted Class: beetle
File name: butterfly 598.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 2505.jpeg, Image: spider, Predicted Class: spider
File name: cow 1379.jpeg, Image: cow, Predicted Class: raccoon
File name: spider 1338.jpeg, Image: spider, Predicted Class: beetle
File name: cat 458.jpeg, Image: cat, Predicted Class: skunk
File name: butterfly 1742.jpg, Image: butterfly, Predicted Class: lawn_mower
File name: spider 3483.jpeg, Image: spider, Predicted Class: palm_tree
File name: dog 3801.jpeg, Image: dog, Predicted Class: beetle
File name: squirrel 1285.jpeg, Image: squirrel, Predicted Class: spider
File name: spider 3199.jpeg, Image: spider, Predicted Class: beetle
File name: horse 1775.jpeg, Image: horse, Predicted Class: camel
File name: horse 1249.jpeg, Image: horse, Predicted Class: cattle
File name: chicken 1944.jpeg, Image: chicken, Predicted Class: tulip
File name: cow 1266.jpeg, Image: cow, Predicted Class: train
File name: spider 372.jpeg, Image: spider, Predicted Class: dinosaur
File name: chicken 2667.jpeg, Image: chicken, Predicted Class: dinosaur
File name: dog 2635.jpeg, Image: dog, Predicted Class: spider
File name: horse 127.jpeg, Image: horse, Predicted Class: keyboard
File name: sheep 476.jpeg, Image: sheep, Predicted Class: bee
File name: chicken 2896.jpeg, Image: chicken, Predicted Class: butterfly
File name: dog 1119.jpeg, Image: dog, Predicted Class: possum
File name: squirrel 188.jpeg, Image: squirrel, Predicted Class: crab
File name: cat 658.jpeg, Image: cat, Predicted Class: motorcycle
File name: chicken 3054.jpeg, Image: chicken, Predicted Class: butterfly
File name: squirrel 1483.jpeg, Image: squirrel, Predicted Class: shrew
File name: chicken 2654.jpeg, Image: chicken, Predicted Class: lobster
File name: dog 1740.jpeg, Image: dog, Predicted Class: orchid
File name: sheep 1296.jpeg, Image: sheep, Predicted Class: dinosaur
File name: cow 1564.jpeg, Image: cow, Predicted Class: snail
File name: sheep 1703.jpg, Image: sheep, Predicted Class: motorcycle
File name: spider 2783.jpeg, Image: spider, Predicted Class: spider
File name: elephant 496.jpeg, Image: elephant, Predicted Class: cattle
File name: dog 374.jpeg, Image: dog, Predicted Class: butterfly
File name: spider 1352.jpeg, Image: spider, Predicted Class: bee
File name: chicken 969.jpeg, Image: chicken, Predicted Class: shrew
File name: butterfly 2010.jpg, Image: butterfly, Predicted Class: beetle
File name: elephant 715.jpeg, Image: elephant, Predicted Class: motorcycle
File name: dog 2673.jpeg, Image: dog, Predicted Class: orchid
File name: sheep 988.jpeg, Image: sheep, Predicted Class: house
File name: dog 2485.jpeg, Image: dog, Predicted Class: crab
File name: sheep 524.jpeg, Image: sheep, Predicted Class: bicycle
File name: elephant 647.jpeg, Image: elephant, Predicted Class: motorcycle
File name: sheep 1014.jpeg, Image: sheep, Predicted Class: motorcycle
File name: horse 2126.jpeg, Image: horse, Predicted Class: elephant
File name: spider 155.jpeg, Image: spider, Predicted Class: spider
File name: spider 1092.jpeg, Image: spider, Predicted Class: spider
File name: horse 1264.jpeg, Image: horse, Predicted Class: bicycle
File name: spider 880.jpeg, Image: spider, Predicted Class: snake
File name: dog 1073.jpeg, Image: dog, Predicted Class: caterpillar
File name: horse 1346.jpeg, Image: horse, Predicted Class: motorcycle
File name: elephant 843.jpeg, Image: elephant, Predicted Class: dinosaur
File name: sheep 932.jpeg, Image: sheep, Predicted Class: dinosaur
File name: cat 544.jpeg, Image: cat, Predicted Class: telephone
File name: cat 704.jpeg, Image: cat, Predicted Class: leopard
File name: spider 1676.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 1088.jpeg, Image: squirrel, Predicted Class: wolf
File name: dog 4165.jpeg, Image: dog, Predicted Class: leopard
File name: dog 4090.jpeg, Image: dog, Predicted Class: chimpanzee
File name: sheep 1787.jpg, Image: sheep, Predicted Class: skunk
File name: dog 2369.jpeg, Image: dog, Predicted Class: motorcycle
File name: cat 241.jpg, Image: cat, Predicted Class: caterpillar
File name: cat 1338.jpeg, Image: cat, Predicted Class: cockroach
File name: spider 126.jpeg, Image: spider, Predicted Class: spider
File name: chicken 3095.jpeg, Image: chicken, Predicted Class: butterfly
File name: dog 4703.jpeg, Image: dog, Predicted Class: orchid
File name: spider 1728.jpeg, Image: spider, Predicted Class: beetle
File name: sheep 1412.jpeg, Image: sheep, Predicted Class: motorcycle
File name: horse 2189.jpeg, Image: horse, Predicted Class: butterfly
File name: cow 1567.jpeg, Image: cow, Predicted Class: beaver
File name: spider 1973.jpeg, Image: spider, Predicted Class: spider
File name: sheep 1048.jpeg, Image: sheep, Predicted Class: chimpanzee
File name: chicken 431.jpeg, Image: chicken, Predicted Class: butterfly
File name: chicken 991.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 790.jpeg, Image: spider, Predicted Class: maple_tree
File name: dog 4200.jpeg, Image: dog, Predicted Class: butterfly
File name: horse 1069.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 758.jpeg, Image: spider, Predicted Class: bee
File name: horse 560.jpeg, Image: horse, Predicted Class: motorcycle
File name: cat 1323.jpeg, Image: cat, Predicted Class: spider
File name: elephant 493.jpeg, Image: elephant, Predicted Class: tulip
File name: butterfly 769.jpeg, Image: butterfly, Predicted Class: bee
File name: sheep 192.jpeg, Image: sheep, Predicted Class: motorcycle
File name: cat 378.jpg, Image: cat, Predicted Class: bicycle
File name: chicken 73.jpeg, Image: chicken, Predicted Class: butterfly
